Month,Mean Pressure(hPa),Absolute Daily Max(deg. C),Mean(deg. C),Absolute Daily min(deg. C),Mean Relative Humidity(%),Mean Amount of Cloud(%),Total Bright Sunshine(hours),Mean Wind Speed(km/h),Total Rainfall(mm),rain_tmr_mm,rain_tmr_class
12,1015.8,25.4,22.4,20.2,78,56,7.5,17.0,0.0,0.5,0
12,1018.0,22.9,21.3,19.4,80,56,6.4,28.0,0.5,0.0,0
12,1018.9,21.0,18.6,17.2,66,41,4.2,35.0,0.0,0.0,0
12,1017.6,19.7,18.1,16.3,70,69,0.0,22.0,0.0,0.0,0
12,1017.6,21.8,19.6,17.7,74,44,9.5,21.0,0.0,0.0,0
12,1018.1,21.5,20.1,18.8,79,49,8.6,29.0,0.0,0.0,0
12,1018.0,22.4,20.8,19.5,80,61,7.5,24.0,0.0,0.0,0
12,1017.0,21.6,20.5,19.4,79,51,8.7,29.0,0.0,0.0,0
12,1015.7,21.6,20.2,19.1,77,38,8.9,29.0,0.0,0.0,0
12,1016.9,24.2,21.6,19.7,71,63,6.5,15.0,0.0,1.7,1
12,1019.5,21.6,20.5,17.8,81,89,0.2,45.0,1.7,25.8,1
12,1019.8,17.9,16.2,13.9,94,96,0.0,38.0,25.8,24.8,1
12,1018.4,14.2,12.7,11.3,92,95,0.0,31.0,24.8,0.0,0
12,1019.7,18.6,15.8,13.1,76,58,7.0,21.0,0.0,0.0,0
12,1020.2,20.0,18.2,16.3,75,85,1.1,19.0,0.0,0.0,0
12,1019.9,22.6,20.2,18.6,77,70,4.9,9.0,0.0,0.0,0
12,1018.4,23.9,21.3,19.7,76,77,5.1,16.0,0.0,0.0,0
12,1016.0,22.9,20.9,19.8,85,88,0.7,23.0,0.0,2.4,1
12,1016.2,22.1,20.7,19.5,87,88,0.0,36.0,2.4,0.6,0
12,1017.6,23.1,20.3,17.3,86,88,0.5,25.0,0.6,0.0,0
12,1019.8,17.9,15.9,13.9,67,77,2.4,26.0,0.0,0.0,0
12,1018.9,17.3,14.8,12.6,72,49,3.1,15.0,0.0,0.0,0
12,1018.9,19.5,16.3,12.9,63,4,9.6,19.0,0.0,0.0,0
12,1019.7,20.0,17.5,15.2,64,2,9.8,17.0,0.0,0.0,0
12,1020.9,20.5,18.4,16.4,73,13,9.6,29.0,0.0,0.0,0
12,1021.8,20.6,18.6,16.6,73,69,5.0,35.0,0.0,0.2,0
12,1020.4,20.6,19.2,18.0,73,87,1.5,30.0,0.2,0.0,0
12,1019.0,22.6,20.1,18.5,73,32,8.8,17.0,0.0,0.0,0
12,1017.7,20.6,18.7,17.2,79,17,8.6,21.0,0.0,0.0,0
12,1016.2,21.6,18.1,16.2,67,5,8.9,20.0,0.0,0.0,0
12,1016.9,19.3,16.7,14.4,57,0,9.3,31.0,0.0,0.0,0
1,1017.9,17.9,16.4,15.1,69,41,5.3,26.0,0.0,0.0,0
1,1016.7,19.8,17.9,16.0,78,61,2.1,26.0,0.0,0.0,0
1,1017.6,19.8,18.3,17.1,82,35,9.6,24.0,0.0,0.0,0
1,1019.6,19.4,18.4,17.7,80,86,0.9,31.0,0.0,0.0,0
1,1019.8,19.9,18.6,17.6,79,57,6.9,33.0,0.0,0.0,0
1,1017.4,20.4,19.0,17.9,81,48,6.8,31.0,0.0,0.0,0
1,1014.4,23.2,20.1,17.3,79,7,9.0,4.0,0.0,0.0,0
1,1014.2,20.8,19.6,18.8,81,55,6.7,27.0,0.0,0.0,0
1,1015.3,22.9,19.0,15.3,74,56,6.3,22.0,0.0,0.0,0
1,1015.9,17.7,15.8,13.2,71,92,0.0,20.0,0.0,0.4,0
1,1015.3,18.1,16.5,14.7,80,94,0.0,16.0,0.4,0.0,0
1,1016.2,19.0,18.1,17.5,81,82,2.8,30.0,0.0,0.7,0
1,1017.5,19.4,17.2,15.1,71,56,4.2,21.0,0.7,0.0,0
1,1021.5,18.1,16.5,14.7,69,31,9.4,29.0,0.0,0.0,0
1,1024.6,16.1,14.7,13.4,65,67,0.5,31.0,0.0,0.0,0
1,1025.5,16.6,15.3,13.7,66,77,3.2,32.0,0.0,0.0,0
1,1023.3,17.6,16.2,14.5,70,36,9.7,35.0,0.0,0.0,0
1,1020.3,21.2,18.4,15.6,75,53,6.0,23.0,0.0,0.0,0
1,1019.7,21.5,19.6,18.1,75,53,7.6,17.0,0.0,0.0,0
1,1017.7,23.3,20.3,18.2,71,40,9.1,6.0,0.0,0.0,0
1,1015.6,20.1,18.9,18.2,84,76,1.5,31.0,0.0,0.0,0
1,1013.5,21.8,20.0,18.5,84,85,3.8,17.0,0.0,0.3,0
1,1014.8,20.4,19.0,17.6,92,99,0.0,26.0,0.3,0.0,0
1,1012.7,20.2,18.7,17.7,91,100,0.0,24.0,0.0,2.3,1
1,1008.6,21.0,19.6,16.0,95,93,0.0,13.0,2.3,27.3,1
1,1013.5,16.2,13.7,11.4,80,89,0.4,34.0,27.3,6.4,1
1,1017.4,13.8,12.5,11.2,80,91,0.0,29.0,6.4,10.2,1
1,1020.4,12.9,11.2,9.8,87,96,0.0,28.0,10.2,0.0,0
1,1021.0,15.2,13.8,12.3,70,88,0.0,20.0,0.0,0.0,0
1,1018.1,17.3,15.8,14.5,75,82,0.2,26.0,0.0,0.0,0
1,1015.0,18.5,16.9,15.8,83,88,0.2,26.0,0.0,0.0,0
2,1014.0,19.0,17.3,15.6,81,89,0.0,19.0,0.0,0.0,0
2,1015.4,15.7,14.0,13.2,82,91,0.0,36.0,0.0,0.1,0
2,1014.4,16.3,15.1,14.1,91,100,0.0,33.0,0.1,0.0,0
2,1015.7,16.1,15.4,14.7,91,100,0.0,9.0,0.0,0.0,0
2,1015.0,18.8,17.3,15.9,89,79,4.5,25.0,0.0,0.0,0
2,1012.8,21.7,19.5,17.4,87,77,8.3,15.0,0.0,0.0,0
2,1014.7,23.6,20.0,16.7,81,49,6.9,17.0,0.0,0.0,0
2,1019.2,17.0,15.6,14.6,74,90,0.0,22.0,0.0,0.0,0
2,1019.2,17.7,16.0,14.5,75,85,2.0,21.0,0.0,1.0,0
2,1019.0,17.3,15.7,13.9,76,89,0.7,20.0,1.0,0.0,0
2,1017.9,19.0,17.1,15.4,80,78,3.0,21.0,0.0,0.0,0
2,1016.4,22.8,19.4,16.8,79,69,8.1,16.0,0.0,0.0,0
2,1018.5,20.4,17.6,13.7,78,89,0.7,27.0,0.0,0.0,0
2,1023.1,15.9,13.3,10.5,63,59,2.4,29.0,0.0,0.0,0
2,1023.0,18.0,15.2,12.5,64,32,10.0,20.0,0.0,0.0,0
2,1023.7,18.9,16.8,14.9,70,49,7.8,28.0,0.0,0.0,0
2,1021.0,17.8,16.4,14.8,69,62,6.8,33.0,0.0,0.0,0
2,1017.1,22.8,19.3,16.4,75,37,8.8,12.0,0.0,0.0,0
2,1016.3,24.1,20.3,17.8,78,11,10.2,14.0,0.0,0.0,0
2,1015.3,22.3,19.7,17.9,76,14,10.4,22.0,0.0,0.0,0
2,1013.4,23.2,20.7,18.5,75,59,4.4,10.0,0.0,0.0,0
2,1012.3,24.2,21.1,18.9,78,7,10.3,14.0,0.0,0.0,0
2,1010.8,25.3,21.0,17.7,75,17,10.2,11.0,0.0,0.0,0
2,1012.1,26.0,21.6,18.6,78,59,7.6,24.0,0.0,8.8,1
2,1018.5,19.4,15.4,12.9,80,89,0.0,38.0,8.8,0.0,0
2,1019.1,16.7,14.8,12.9,85,96,0.0,34.0,0.0,0.0,0
2,1018.4,20.4,18.9,16.6,81,88,0.6,23.0,0.0,1.0,0
2,1017.3,20.3,18.5,17.2,86,83,4.2,13.0,1.0,0.0,0
3,1019.4,21.2,17.7,14.3,63,31,10.0,19.0,0.0,0.0,0
3,1019.4,19.4,18.1,16.5,65,55,5.8,33.0,0.0,0.0,0
3,1018.7,22.8,19.9,18.3,72,83,4.0,18.0,0.0,0.0,0
3,1020.2,22.6,19.6,17.0,46,23,9.7,22.0,0.0,0.0,0
3,1017.5,21.1,19.1,17.3,68,40,8.5,27.0,0.0,0.0,0
3,1015.9,23.4,20.9,18.8,79,58,8.6,18.0,0.0,0.0,0
3,1015.8,25.1,21.6,18.2,85,72,4.6,21.0,0.0,0.0,0
3,1022.0,18.3,16.6,15.4,77,94,0.3,33.0,0.0,0.0,0
3,1022.1,17.9,16.6,14.9,65,87,2.7,29.0,0.0,0.0,0
3,1019.3,18.7,18.0,17.3,70,90,0.0,25.0,0.0,2.7,1
3,1018.5,19.7,18.3,16.9,85,100,0.0,14.0,2.7,1.3,1
3,1019.7,20.6,18.2,16.1,76,90,0.5,22.0,1.3,0.0,0
3,1019.2,20.1,18.5,16.9,64,76,4.4,37.0,0.0,0.0,0
3,1017.8,22.5,20.3,18.5,81,73,5.6,20.0,0.0,0.0,0
3,1015.4,25.3,22.2,19.8,79,45,9.5,10.0,0.0,0.0,0
3,1012.0,23.0,21.8,20.8,89,82,5.0,14.0,0.0,0.0,0
3,1011.4,26.9,22.9,20.5,85,77,3.8,10.0,0.0,0.0,0
3,1014.3,23.6,21.5,19.9,86,74,1.4,19.0,0.0,0.0,0
3,1014.6,22.6,20.7,19.1,84,94,4.1,20.0,0.0,0.1,0
3,1011.8,25.4,23.0,21.3,85,92,0.0,7.0,0.1,0.0,0
3,1011.0,26.5,22.6,19.5,72,31,9.8,8.0,0.0,0.0,0
3,1010.2,24.9,22.5,20.9,84,73,3.3,12.0,0.0,0.2,0
3,1009.5,27.7,24.4,22.2,84,80,5.5,13.0,0.2,0.0,0
3,1007.9,27.9,25.5,23.9,81,86,6.4,9.0,0.0,46.2,1
3,1006.4,26.2,23.7,20.7,87,80,0.4,21.0,46.2,0.0,0
3,1008.3,20.8,20.1,19.1,82,84,0.0,30.0,0.0,5.4,1
3,1007.5,20.7,19.8,18.9,89,97,0.0,23.0,5.4,0.0,0
3,1010.8,23.0,21.0,19.5,79,86,5.1,21.0,0.0,0.6,0
3,1013.9,22.0,19.9,17.1,71,51,7.6,27.0,0.6,0.0,0
3,1015.1,22.7,20.4,18.4,75,44,9.2,24.0,0.0,0.0,0
3,1016.5,24.2,21.9,20.0,81,72,4.6,18.0,0.0,0.0,0
4,1017.1,22.1,20.4,19.6,82,91,0.6,39.0,0.0,0.0,0
4,1012.6,24.0,21.9,20.0,83,60,4.7,16.0,0.0,0.0,0
4,1010.3,26.8,24.0,21.4,81,66,6.8,6.0,0.0,41.3,1
4,1012.2,24.2,20.7,18.8,93,96,0.0,34.0,41.3,17.9,1
4,1013.6,21.4,19.9,18.5,89,92,0.3,29.0,17.9,5.0,1
4,1013.3,21.0,20.2,19.5,92,98,0.0,24.0,5.0,0.2,0
4,1011.9,22.3,20.8,19.7,92,99,0.0,14.0,0.2,0.1,0
4,1006.3,26.4,24.3,21.0,90,96,0.1,22.0,0.1,46.6,1
4,1008.7,25.2,23.1,21.4,95,96,0.0,18.0,46.6,0.3,0
4,1012.7,21.8,21.4,21.0,89,98,0.0,33.0,0.3,4.2,1
4,1015.7,21.1,18.1,15.6,84,91,0.1,30.0,4.2,0.0,0
4,1016.6,21.1,17.8,15.0,65,46,8.1,24.0,0.0,0.0,0
4,1016.2,20.5,19.4,18.7,76,96,0.1,29.0,0.0,0.0,0
4,1018.3,23.0,21.1,19.7,72,93,0.7,16.0,0.0,0.0,0
4,1016.8,24.2,22.2,20.7,74,59,7.6,21.0,0.0,0.0,0
4,1013.2,25.8,22.6,20.7,82,77,6.0,15.0,0.0,0.0,0
4,1010.2,26.8,23.9,22.1,85,84,2.1,4.0,0.0,5.4,1
4,1008.8,25.1,23.7,21.9,91,93,0.8,13.0,5.4,2.3,1
4,1008.0,24.4,22.9,21.7,94,95,0.2,14.0,2.3,0.0,0
4,1004.6,28.6,26.5,24.1,84,87,4.9,23.0,0.0,1.2,1
4,1005.5,27.6,25.6,23.1,87,92,0.1,19.0,1.2,3.6,1
4,1010.8,23.3,21.6,19.9,90,99,0.0,41.0,3.6,1.4,1
4,1012.5,22.4,20.8,19.5,90,93,0.6,31.0,1.4,0.0,0
4,1012.1,26.8,23.1,21.3,89,90,1.8,11.0,0.0,3.2,1
4,1013.3,22.9,21.6,20.2,91,96,0.0,18.0,3.2,0.0,0
4,1014.7,24.2,22.0,20.1,82,71,8.1,30.0,0.0,0.0,0
4,1012.5,24.9,22.7,21.0,79,73,6.6,25.0,0.0,0.0,0
4,1009.8,26.2,24.2,22.8,90,89,3.5,14.0,0.0,0.3,0
4,1009.6,30.0,26.8,24.3,87,83,6.1,9.0,0.3,0.0,0
4,1011.0,31.8,27.8,25.8,82,67,9.1,8.0,0.0,0.8,0
5,1011.1,27.1,25.6,24.0,85,86,1.3,8.0,0.8,0.0,0
5,1009.7,26.7,24.9,23.6,87,88,0.1,10.0,0.0,3.2,1
5,1011.8,24.9,23.9,23.4,90,92,0.0,21.0,3.2,0.1,0
5,1012.6,26.4,24.5,23.3,87,89,1.6,17.0,0.1,0.0,0
5,1010.5,30.5,26.8,24.3,82,68,8.9,10.0,0.0,0.0,0
5,1008.3,31.0,28.1,26.0,80,71,9.8,12.0,0.0,0.0,0
5,1006.2,31.0,28.9,27.7,78,83,8.0,22.0,0.0,5.2,1
5,1004.7,32.2,29.0,27.4,82,88,5.9,14.0,5.2,30.4,1
5,1005.3,30.3,26.5,23.4,87,87,3.0,14.0,30.4,0.0,0
5,1009.6,26.9,24.7,23.5,80,88,1.4,24.0,0.0,0.2,0
5,1010.8,26.6,24.6,22.9,79,76,2.4,17.0,0.2,0.0,0
5,1008.6,29.6,25.7,23.4,75,68,7.4,11.0,0.0,0.0,0
5,1007.2,29.2,26.2,23.9,76,37,9.6,14.0,0.0,0.0,0
5,1008.8,30.0,27.1,25.4,75,60,7.0,9.0,0.0,0.1,0
5,1011.5,28.5,26.5,25.3,80,85,3.3,17.0,0.1,1.2,1
5,1012.1,27.8,26.1,25.0,80,88,0.9,26.0,1.2,0.5,0
5,1010.5,27.5,25.8,24.9,87,85,0.4,24.0,0.5,22.8,1
5,1006.2,28.0,26.8,25.3,86,91,0.1,19.0,22.8,1.8,1
5,1004.0,27.9,26.6,25.5,89,88,0.1,9.0,1.8,0.0,0
5,1003.5,31.9,28.3,26.2,81,75,8.4,19.0,0.0,27.6,1
5,1003.1,31.7,27.8,23.9,83,88,3.2,22.0,27.6,14.6,1
5,1002.9,28.9,26.8,24.8,88,87,1.0,7.0,14.6,0.0,0
5,1004.0,28.6,27.1,26.3,87,80,4.7,16.0,0.0,0.0,0
5,1004.5,30.3,27.5,25.8,83,54,10.5,15.0,0.0,0.0,0
5,1006.0,29.8,27.6,26.3,82,84,7.6,22.0,0.0,0.0,0
5,1008.0,30.7,28.0,26.7,80,58,10.2,18.0,0.0,0.0,0
5,1007.5,31.0,28.3,26.1,72,64,11.7,16.0,0.0,1.2,1
5,1006.0,29.3,27.7,26.2,81,80,6.6,29.0,1.2,0.0,0
5,1004.7,29.3,27.4,26.3,80,74,8.0,29.0,0.0,50.8,1
5,1005.3,29.0,26.3,24.5,89,89,0.6,10.0,50.8,1.5,1
5,1009.0,29.7,26.5,24.8,81,85,5.8,24.0,1.5,0.0,0
6,1011.1,27.9,26.2,25.1,74,85,0.6,31.0,0.0,1.7,1
6,1011.6,26.8,25.8,25.0,86,89,0.0,20.0,1.7,0.0,0
6,1010.6,31.4,27.4,25.5,82,88,3.7,11.0,0.0,0.0,0
6,1006.5,30.5,28.7,27.4,78,88,5.4,23.0,0.0,73.6,1
6,1005.1,29.5,27.5,25.0,85,90,1.0,25.0,73.6,54.7,1
6,1006.4,27.9,26.3,24.9,91,91,0.0,11.0,54.7,72.3,1
6,1006.5,27.8,25.9,23.7,91,95,0.0,18.0,72.3,131.3,1
6,1006.3,26.8,24.9,23.9,95,97,0.0,13.0,131.3,54.5,1
6,1006.2,27.7,26.1,24.2,93,93,0.0,20.0,54.5,4.4,1
6,1005.5,29.7,28.2,26.8,83,92,1.9,24.0,4.4,101.3,1
6,1006.0,28.2,26.3,24.2,90,93,0.0,17.0,101.3,73.2,1
6,1005.5,29.3,27.3,24.9,88,90,1.8,23.0,73.2,41.6,1
6,1002.4,30.2,27.7,24.3,84,89,1.0,36.0,41.6,0.4,0
6,1002.9,28.9,26.7,24.9,82,85,1.6,10.0,0.4,4.9,1
6,1004.7,29.4,27.1,24.9,88,80,4.4,8.0,4.9,7.1,1
6,1005.5,30.2,28.3,26.9,84,80,5.0,18.0,7.1,0.0,0
6,1006.4,32.2,29.2,27.2,79,58,11.7,14.0,0.0,0.0,0
6,1004.6,32.5,29.6,27.5,75,43,11.2,11.0,0.0,0.0,0
6,1001.7,32.3,29.6,27.7,75,57,11.3,16.0,0.0,29.9,1
6,1002.5,30.6,28.8,27.2,85,83,2.1,16.0,29.9,0.0,0
6,1003.9,32.2,29.4,28.0,82,73,8.3,14.0,0.0,0.0,0
6,1003.7,33.2,30.0,28.0,77,39,12.0,15.0,0.0,39.4,1
6,1002.0,33.2,29.6,26.0,81,64,6.8,16.0,39.4,39.3,1
6,1004.9,30.4,28.0,25.7,85,89,3.0,14.0,39.3,106.1,1
6,1004.8,28.0,26.5,25.2,94,88,0.7,25.0,106.1,73.1,1
6,1004.1,29.0,26.6,25.0,92,89,0.0,36.0,73.1,136.4,1
6,1006.3,27.5,25.9,23.9,93,91,0.0,31.0,136.4,5.2,1
6,1007.3,30.6,28.1,25.4,87,73,10.4,23.0,5.2,2.9,1
6,1007.2,30.9,28.6,27.1,84,78,9.6,23.0,2.9,57.8,1
7,1002.1,28.3,27.1,25.1,88,92,0.2,51.0,57.8,11.8,1
7,1004.7,28.7,27.3,25.6,88,88,0.8,41.0,11.8,6.9,1
7,1005.4,29.6,27.9,26.3,85,72,8.8,28.0,6.9,0.0,0
7,998.9,33.2,29.7,25.8,68,60,9.0,16.0,0.0,15.8,1
7,990.1,33.0,30.1,26.3,69,88,0.2,36.0,15.8,142.1,1
7,986.5,28.3,26.7,25.4,87,97,0.0,59.0,142.1,8.8,1
7,1002.6,30.1,28.6,27.3,84,91,0.4,45.0,8.8,1.4,1
7,1008.8,29.9,28.1,27.1,89,86,3.6,19.0,1.4,0.0,0
7,1008.8,32.2,29.0,27.1,81,60,8.8,9.0,0.0,0.0,0
7,1006.9,32.1,29.1,27.0,78,25,12.3,21.0,0.0,0.0,0
7,1004.4,32.1,29.3,27.7,80,70,8.3,28.0,0.0,0.0,0
7,1002.3,30.9,29.5,28.5,82,87,0.3,29.0,0.0,41.0,1
7,1003.7,29.5,27.0,24.9,83,90,0.0,15.0,41.0,1.2,1
7,1006.3,31.5,29.3,27.4,80,86,8.5,23.0,1.2,114.0,1
7,1007.6,29.1,26.0,24.3,92,92,0.0,15.0,114.0,1.0,0
7,1006.5,29.9,27.0,25.1,87,88,1.1,7.0,1.0,37.0,1
7,1003.3,29.4,27.2,24.6,87,89,0.1,22.0,37.0,45.8,1
7,1002.3,29.6,26.8,24.4,89,91,0.7,25.0,45.8,10.8,1
7,1004.7,28.7,27.0,25.4,89,86,0.0,10.0,10.8,21.5,1
7,1004.8,30.0,27.6,25.8,90,81,6.1,16.0,21.5,87.3,1
7,1005.3,28.9,26.8,25.3,93,86,0.3,27.0,87.3,4.2,1
7,1008.0,30.8,28.0,26.3,87,71,7.2,19.0,4.2,0.0,0
7,1006.9,31.7,29.1,26.8,78,51,9.9,7.0,0.0,14.5,1
7,1003.7,31.3,28.1,26.1,84,83,3.2,18.0,14.5,17.7,1
7,1003.0,28.1,26.7,25.2,86,94,0.0,54.0,17.7,15.8,1
7,1006.5,28.9,27.0,25.5,90,88,1.2,25.0,15.8,0.0,0
7,1006.9,30.2,28.1,26.8,87,77,5.3,16.0,0.0,0.0,0
7,1006.1,31.5,28.8,26.8,80,68,6.6,10.0,0.0,0.0,0
7,1005.6,32.0,29.2,26.8,78,32,10.9,18.0,0.0,0.0,0
7,1005.7,32.4,29.9,27.9,77,58,12.1,25.0,0.0,11.3,1
8,1004.3,31.3,28.6,25.1,83,88,2.4,19.0,11.3,54.5,1
8,1006.2,30.2,26.9,24.3,90,86,4.5,14.0,54.5,0.0,0
8,1010.3,29.6,27.7,25.0,87,80,2.7,20.0,0.0,0.0,0
8,1011.2,31.8,29.1,26.9,77,22,11.9,13.0,0.0,0.2,0
8,1010.6,31.2,29.3,28.1,83,74,10.4,22.0,0.2,0.0,0
8,1008.0,32.2,29.7,28.0,79,64,8.5,10.0,0.0,0.0,0
8,1005.6,32.9,30.1,27.9,75,54,11.5,18.0,0.0,0.0,0
8,1006.3,33.4,30.3,28.2,75,35,11.8,11.0,0.0,0.0,0
8,1007.9,32.2,30.0,28.4,79,54,11.1,20.0,0.0,20.9,1
8,1008.3,31.1,29.0,26.9,85,81,8.2,24.0,20.9,1.6,1
8,1009.7,30.6,28.9,26.9,82,86,2.3,12.0,1.6,32.1,1
8,1008.9,31.8,28.8,24.3,82,83,4.0,5.0,32.1,0.5,0
8,1008.3,32.6,29.0,24.6,76,78,8.0,10.0,0.5,0.0,0
8,1008.5,31.8,29.5,27.8,78,64,7.8,12.0,0.0,0.6,0
8,1006.5,31.9,29.1,27.3,79,78,6.4,11.0,0.6,0.1,0
8,1004.1,30.4,28.5,26.8,78,82,6.2,10.0,0.1,0.0,0
8,1003.6,32.2,29.1,26.8,77,79,7.6,17.0,0.0,0.0,0
8,1003.9,32.5,29.8,28.2,72,70,8.8,16.0,0.0,1.3,1
8,1004.7,30.4,29.2,27.8,78,72,4.2,13.0,1.3,0.0,0
8,1005.9,33.2,29.9,27.9,73,49,10.7,15.0,0.0,0.0,0
8,1005.2,32.9,30.1,28.3,76,56,8.2,10.0,0.0,0.0,0
8,1003.4,32.9,30.2,27.8,76,28,9.6,6.0,0.0,0.0,0
8,1002.2,34.0,31.0,29.0,74,35,9.6,19.0,0.0,0.0,0
8,1001.8,33.4,30.9,29.3,76,70,8.4,18.0,0.0,0.0,0
8,1003.1,32.2,30.3,29.1,77,69,7.6,7.0,0.0,0.0,0
8,1002.9,32.6,30.4,28.9,75,73,10.2,12.0,0.0,32.3,1
8,1001.7,32.1,29.3,26.1,78,88,3.4,25.0,32.3,17.4,1
8,1000.2,28.5,27.3,26.5,88,89,0.1,46.0,17.4,51.9,1
8,1000.1,28.3,26.9,25.6,92,91,0.4,37.0,51.9,90.6,1
8,1001.7,28.5,26.5,25.4,95,95,0.0,21.0,90.6,133.2,1
9,1003.9,29.2,27.2,25.2,92,92,0.0,17.0,133.2,33.3,1
9,1004.5,27.4,26.2,25.2,94,92,0.2,19.0,33.3,73.9,1
9,1007.3,27.0,26.1,25.1,92,92,0.0,32.0,73.9,0.2,0
9,1007.2,28.3,26.6,25.3,85,86,3.2,21.0,0.2,100.8,1
9,1006.8,26.6,25.9,24.6,92,91,0.0,11.0,100.8,4.4,1
9,1007.1,30.3,27.5,25.9,86,84,3.5,7.0,4.4,98.7,1
9,1008.0,28.8,26.8,24.9,90,83,1.1,16.0,98.7,32.3,1
9,1007.3,29.1,27.2,25.4,85,67,9.2,25.0,32.3,1.5,1
9,1007.5,28.5,27.0,25.6,84,83,1.3,18.0,1.5,0.0,0
9,1008.2,28.1,27.4,26.5,82,85,0.1,23.0,0.0,0.0,0
9,1008.7,29.7,27.8,26.9,82,85,2.3,22.0,0.0,0.0,0
9,1009.2,31.0,28.4,26.8,77,76,7.8,11.0,0.0,0.0,0
9,1008.2,30.5,28.4,26.7,79,59,7.7,8.0,0.0,6.0,1
9,1008.4,29.8,27.9,25.6,82,61,3.7,4.0,6.0,0.0,0
9,1007.6,32.5,29.2,27.2,72,47,8.9,9.0,0.0,0.0,0
9,1007.7,32.4,29.4,26.8,59,6,9.3,6.0,0.0,0.0,0
9,1006.6,32.6,29.7,27.2,68,9,7.6,11.0,0.0,0.0,0
9,1006.1,32.9,30.1,28.0,75,31,6.7,15.0,0.0,0.0,0
9,1005.3,33.8,30.5,28.2,68,65,6.5,12.0,0.0,52.6,1
9,1005.6,30.9,28.0,24.9,77,88,1.1,20.0,52.6,26.4,1
9,1010.3,28.0,26.5,24.9,88,89,0.0,36.0,26.4,0.0,0
9,1011.7,29.0,27.5,26.4,74,50,9.9,29.0,0.0,0.0,0
9,1009.7,30.2,28.2,26.1,66,40,10.0,17.0,0.0,0.0,0
9,1007.5,31.9,29.2,26.3,60,39,9.1,19.0,0.0,0.0,0
9,1005.6,32.4,29.7,27.2,55,27,9.5,32.0,0.0,0.0,0
9,1004.9,30.9,29.0,27.4,60,68,4.6,27.0,0.0,0.0,0
9,1005.7,32.1,29.1,26.7,57,17,10.4,29.0,0.0,0.0,0
9,1007.7,32.3,29.1,26.5,60,37,8.5,20.0,0.0,0.0,0
9,1008.7,31.8,29.0,26.6,61,35,9.7,15.0,0.0,9.2,1
10,1012.8,30.8,28.6,25.6,67,59,7.3,24.0,9.2,0.0,0
10,1014.7,28.2,27.0,25.8,75,71,8.4,31.0,0.0,0.0,0
10,1014.2,28.5,27.0,26.2,76,60,7.9,24.0,0.0,0.7,0
10,1014.4,29.0,27.0,24.8,79,73,1.7,21.0,0.7,0.2,0
10,1014.2,28.0,26.5,24.8,75,84,5.7,36.0,0.2,0.0,0
10,1013.7,28.0,26.6,25.4,76,82,6.1,32.0,0.0,0.0,0
10,1012.9,28.1,26.9,26.0,80,65,5.6,21.0,0.0,0.0,0
10,1012.1,29.9,27.4,26.0,79,65,2.5,7.0,0.0,0.0,0
10,1012.4,28.8,26.8,25.5,71,86,3.0,22.0,0.0,0.0,0
10,1014.6,27.5,26.1,24.7,69,85,0.8,21.0,0.0,0.0,0
10,1015.4,27.9,26.5,25.4,71,47,9.2,32.0,0.0,0.0,0
10,1014.9,27.4,26.1,24.9,71,55,9.2,34.0,0.0,0.0,0
10,1013.1,26.7,25.6,24.9,71,64,5.7,29.0,0.0,0.0,0
10,1012.1,27.0,25.7,24.9,70,72,7.8,29.0,0.0,0.0,0
10,1012.1,28.0,26.0,24.4,76,63,5.2,12.0,0.0,0.0,0
10,1010.4,31.2,27.4,24.7,61,23,10.0,9.0,0.0,0.0,0
10,1011.8,29.7,26.8,24.1,60,20,8.3,21.0,0.0,0.5,0
10,1015.9,27.3,25.9,24.6,73,69,8.0,30.0,0.5,0.0,0
10,1018.7,26.5,25.2,24.4,70,60,7.3,35.0,0.0,0.0,0
10,1017.4,26.5,25.0,23.7,69,47,10.1,34.0,0.0,0.0,0
10,1015.6,26.9,25.3,23.6,73,44,10.4,35.0,0.0,0.0,0
10,1016.1,27.9,26.0,24.1,71,68,9.5,32.0,0.0,0.0,0
10,1017.0,26.7,25.6,24.6,74,66,2.6,35.0,0.0,0.0,0
10,1015.8,27.2,25.7,24.7,74,39,9.4,31.0,0.0,0.0,0
10,1015.1,26.2,25.2,24.3,74,42,8.8,36.0,0.0,0.0,0
10,1014.8,27.2,25.4,24.2,79,48,8.1,25.0,0.0,0.0,0
10,1014.4,28.3,26.0,24.0,79,43,7.6,11.0,0.0,0.0,0
10,1015.0,28.5,26.3,24.9,71,61,5.8,18.0,0.0,0.1,0
10,1017.5,25.2,24.0,22.0,72,88,0.5,26.0,0.1,0.0,0
10,1017.9,25.6,24.2,22.7,72,74,5.6,29.0,0.0,0.0,0
11,1017.1,27.9,25.8,24.3,78,44,9.7,16.0,0.0,0.0,0
11,1015.6,27.3,25.7,25.0,82,74,6.4,24.0,0.0,0.0,0
11,1014.7,28.3,26.2,24.9,84,55,7.7,12.0,0.0,0.7,0
11,1016.6,26.0,24.8,23.6,81,90,0.9,39.0,0.7,0.0,0
11,1018.6,27.9,25.4,23.5,72,36,9.6,27.0,0.0,0.0,0
11,1020.6,24.3,22.7,21.3,63,65,2.8,32.0,0.0,0.0,0
11,1019.1,24.1,22.7,21.4,67,63,7.5,33.0,0.0,0.0,0
11,1016.9,24.5,22.8,20.7,70,22,9.7,23.0,0.0,0.0,0
